Sample_ID,Landcover,Hill_side,Lat_ID,Long_ID,SOC_Perc,TN(%),AP(mg_kg),CN_Ratio,CAP_Ratio,Air_T,Air_humidity,Soil_T,Soil_h,Soil_pH,Average_densiometer_per_landcovertype,Elevation,Tree_species,Tree_n_per_plot,Stems per ha,Cumulative_Basal_Area_Hectare,Average_DBH,Cumulative_AGB_Plot_Ha,Average_Height_Plot,Native,Exotic,Fungi_ASV_number,Bacteria_ASV_number,k__Fungi|p__Ascomycota,k__Fungi|p__Basidiomycota,k__Fungi|p__,k__Fungi|p__Rozellomycota,k__Fungi|p__Glomeromycota,k__Fungi|p__Mucoromycota,k__Fungi|p__Mortierellomycota,k__Fungi|p__Chytridiomycota,k__Fungi|p__Kickxellomycota,k__Fungi|p__Calcarisporiellomycota,k__Fungi|p__Blastocladiomycota,k__Fungi|p__Zoopagomycota,k__Fungi|p__Aphelidiomycota,k__Bacteria|p__Acidobacteriota,k__Bacteria|p__Pseudomonadota,k__Bacteria|p__Verrucomicrobiota,k__Bacteria|p__Planctomycetota,k__Bacteria|p__Actinomycetota,k__Bacteria|p__Chloroflexota,k__Bacteria|p__Myxococcota,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacillota,k__Bacteria|p__Gemmatimonadota,k__Bacteria|p__Thermodesulfobacteriota,k__Bacteria|p__Candidatus Eremiobacterota,k__Bacteria|p__Methylomirabilota,k__Bacteria|p__Cyanobacteriota,k__Bacteria|p__RCP2-54,k__Bacteria|p__Dependentiae,k__Bacteria|p__Patescibacteria,k__Bacteria|p__,k__Bacteria|p__Bdellovibrionota,k__Bacteria|p__Latescibacterota,k__Bacteria|p__Chlamydiota,k__Bacteria|p__Nitrospirota,k__Bacteria|p__Elusimicrobiota,k__Bacteria|p__Armatimonadota,k__Bacteria|p__MBNT15,k__Bacteria|p__NB1-j,k__Bacteria|p__Entotheonellaeota,k__Bacteria|p__GAL15,k__Bacteria|p__FCPU426,k__Bacteria|p__Candidatus Kapabacteria,k__Bacteria|p__SAR324 clade(Marine group B),k__Bacteria|p__Nitrospinota,k__Bacteria|p__Sumerlaeota,k__Bacteria|p__Fibrobacterota,k__Bacteria|p__Candidatus Kryptonia,k__Bacteria|p__Spirochaetota,k__Bacteria|p__Abditibacteriota,k__Bacteria|p__WS2,k__Bacteria|p__Hydrogenedentes,k__Bacteria|p__Margulisbacteria,k__Bacteria|p__WS4,k__Bacteria|p__Calditrichota,k__Bacteria|p__Marinimicrobia (SAR406 clade),k__Bacteria|p__Chlorobiota,k__Bacteria|p__Dadabacteria,k__Bacteria|p__Deferrisomatota,k__Bacteria|p__Zixibacteria,k__Bacteria|p__Cloacimonadota,k__Bacteria|p__Rs-K70 termite group,k__Bacteria|p__Deinococcota,k__Bacteria|p__Synergistota,Pathotroph,Saprotroph,Symbiotroph,Bryophyte Parasite,Dung Saprotroph,Ectomycorrhizal,Fungal Parasite,Leaf Saprotroph,Plant Parasite,Wood Saprotroph,Animal Pathogen,Endophyte,Plant Pathogen,Lichen Parasite,Litter Saprotroph,Soil Saprotroph,Plant Saprotroph,Epiphyte,Lichenized,Arbuscular Mycorrhizal,Endomycorrhizal,Ericoid Mycorrhizal,Orchid Mycorrhizal,Root Associated Biotroph,Clavicipitaceous Endophyte,Animal Endosymbiont,methanotrophy,methanol_oxidation,methylotrophy,aerobic_ammonia_oxidation,aerobic_nitrite_oxidation,nitrification,sulfate_respiration,sulfur_respiration,respiration_of_sulfur_compounds,anammox,nitrate_denitrification,nitrite_denitrification,denitrification,chitinolysis,dark_hydrogen_oxidation,nitrogen_fixation,nitrate_ammonification,nitrite_ammonification,nitrite_respiration,cellulolysis,xylanolysis,dark_sulfide_oxidation,dark_thiosulfate_oxidation,dark_oxidation_of_sulfur_compounds,manganese_oxidation,manganese_respiration,ligninolysis,fermentation,aerobic_chemoheterotrophy,invertebrate_parasites,human_pathogens_septicemia,human_pathogens_pneumonia,human_pathogens_nosocomia,human_pathogens_meningitis,human_pathogens_gastroenteritis,human_pathogens_diarrhea,human_pathogens_all,human_gut,human_associated,mammal_gut,animal_parasites_or_symbionts,oil_bioremediation,aromatic_hydrocarbon_degradation,aromatic_compound_degradation,aliphatic_non_methane_hydrocarbon_degradation,hydrocarbon_degradation,iron_respiration,nitrate_respiration,nitrate_reduction,nitrogen_respiration,fumarate_respiration,intracellular_parasites,chlorate_reducers,predatory_or_exoparasitic,chloroplasts,photosynthetic_cyanobacteria,anoxygenic_photoautotrophy_S_oxidizing,anoxygenic_photoautotrophy,oxygenic_photoautotrophy,photoautotrophy,aerobic_anoxygenic_phototrophy,photoheterotrophy,phototrophy,plastic_degradation,ureolysis,reductive_acetogenesis,chemoheterotrophy,anaerobic_chemoheterotrophy
E1SB,2 years old,0,HIDED,HIDED,3.729295819,0.249,4.4,14.98,8475.67,36.5,52.9,32.33333333,67.33333333,5.5,10.27,201,1,1,1000,638.022375,5.7,0.125085649,4.8,0,1,130,2015,0.456960852,0.529532718,0.009394025,0,0.003064145,0,0,0.000886989,8.06E-05,0,8.06E-05,0,0,0.334134409,0.120333019,0.185992619,0.12765714,0.05633279,0.086745058,0.016622321,0.008697394,0.005865019,0.010413984,0.000944125,0.002088519,0.004434526,0.006809144,0.003433182,0.003576231,0.005979458,0.003576231,0.00371928,0.000486367,0.001173004,0,0.003519011,0.002603496,0.000143049,8.58E-05,0.002031299,0,0.000171659,0.000600807,0.000200269,0.001144394,0,0.000257489,0.000114439,0,0.000114439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,64.25,2.1,0.29,0.67,0.29,10.23,0.29,0.29,1.27,10.95,0.61,1.71,0,0,0.42,0.12,0,0,0.31,0,0,0.63,0,0,0,0,0,0,0,0.06,0.06,0.09,0,0.09,0,0,0,0,0,3.34,0.26,0,0,0,1.25,0.03,0,0,0,0,0,0,0.11,15.15,0.01,0,0,0,0,0,0,0.21,0,0.21,0,1.84,0,0,0.02,0,0,0.06,0,0.09,0,0,0.41,0,0,0.17,0.53,0,0,0.53,0.53,0,0,0.53,0,0.11,0,20.23,5.08
E1SC,2 years old,0,HIDED,HIDED,3.802396807,0.276,6.51,13.78,5840.86,35.3,60.5,31.66666667,60.33333333,5.233333333,10.27,201,1,1,1000,638.022375,5.7,0.125085649,4.8,0,1,237,1836,0.771116397,0.192275128,0.022900456,0.002902875,0.007499093,0.000846672,0.000967625,0.001491755,0,0,0,0,0,0.244205345,0.212442053,0.13927202,0.124935615,0.059520403,0.105505637,0.025439249,0.009271447,0.013535169,0.018228123,0.005808962,0.001802781,0.007382819,0.000858467,0.002146168,0.011045613,0.002403709,0.003004636,0.001344932,0.005894809,0.001602472,0,0.000801236,0.000372003,0.00148801,0.000286156,0.000829852,0,0.000143078,0.000372003,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,40.95,5.7,1.19,1.5,1.19,18.04,1.19,1.19,8.09,18.72,1.01,3.25,0.04,0.1,6.83,0.04,0,0.1,0.75,0,0,2.65,0,0,0,0,0,0,0,0,0,0.58,0,0.58,0,0,0,0,0,5.36,0,0,0,0,0.79,0,0,0,0,0,0,0,0.15,18.16,0,0,0,0,0,0,0,0.09,0,0.09,0,1.06,0,0,0.01,0,0,0.12,0.03,0.19,0.03,0,0.58,0,0.02,0.02,0.02,0,0,0.02,0.02,0,0,0.02,0,0.26,0,23.76,5.6
E1SD,2 years old,0,HIDED,HIDED,3.98847205,0.546,6.68,7.3,5970.77,39.4,51.9,31.33333333,77.33333333,5.1,10.27,205,1,1,1000,638.022375,5.7,0.125085649,4.8,0,1,276,2518,0.768052252,0.169011813,0.052735556,0.004112406,0.002378745,0.00104826,0.000201589,0.002257791,0,0,0.000201589,0,0,0.250357736,0.209089348,0.132448057,0.125178868,0.037004178,0.100681129,0.03022151,0.014595616,0.009816267,0.012792628,0.003520119,0.000772709,0.004607636,0.021092095,0.001774369,0.007927423,0.005552058,0.004922443,0.002146414,0.005151394,0.002432603,0,0.001345086,0.001602656,0.001087516,0.001459562,0.000658234,0,0.000400664,0.000715471,0.000400664,0.008156373,8.59E-05,0,0.000543758,5.72E-05,0,2.86E-05,0.000171713,0.000944422,0,0,0.00025757,0,0,0,0,0,0,0,0,28.52,35.6,13.46,8.64,9.47,9.94,26.38,8.7,8.64,10.35,17.99,1.03,1.39,0.48,0.02,1.34,0.62,0,0.65,0.24,0,0,1.86,0,0,0,0.02,0,0.02,0,0.46,0.46,0.35,0,0.35,0,0,0,0,0,4.86,0.02,0,0,0,0.42,0.06,0.12,0,0.12,0.02,0,0,0.44,15.73,0,0,0,0,0,0,0,0.06,0,0.06,0,0.86,0,0,0,0,0.02,0.13,0.23,0.53,0.23,0,0.44,0,0.05,1.87,1.89,0,0,1.89,1.89,0,0,1.89,0,0.13,0,21.51,5.79
E2NA,2 years old,1,HIDED,HIDED,4.573279955,0.302,12.11,15.14,3776.45,34.2,62.6,30,47.66666667,5.433333333,10.27,167,1,6,900,5501.445625,6.683333333,1.279100098,5.6,0,6,369,1879,0.759504899,0.129702052,0.078256663,0.011490545,0.012498488,0.004152723,0.003830182,0.000161271,0.000403177,0,0,0,0,0.223852844,0.22082046,0.074693901,0.077926536,0.082875615,0.182600984,0.026519053,0.012987756,0.040136171,0.012987756,0.005349582,0.008868292,0.002717702,0.005063508,0.000743792,0.002460236,0.002059732,0.005721478,0.002002517,0.001716444,0.001344547,0,0.001087081,0.001544799,0.00120151,0.000200252,0.000715185,0,0.000314681,0.000743792,0.000600755,0,0,5.72E-05,0,8.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02,29.57,8.79,2.19,2.71,2.98,17.57,2.19,2.19,6.78,15.52,2.76,2.34,0.48,0.44,1.24,0.29,0.29,0.07,1.25,0,0,2.07,0,0.09,0,0,0,0,0.02,0,0.02,0.53,0,0.53,0,0,0,0,0,7.74,0.07,0,0,0,1.85,0.1,0,0,0,0.02,0,0,0.15,19.93,0.07,0,0.06,0,0,0,0,0.21,0,0.21,0,1.28,0,0.06,0.15,0,0.06,0.23,0.04,0.27,0.04,0,0.23,0,0.04,0.38,0.39,0,0,0.39,0.39,0,0.01,0.39,0.06,0.15,0,24,4.07
E2NB,2 years old,1,HIDED,HIDED,4.115274764,0.297,6.4,13.86,6430.12,36.7,56.7,29.33333333,31,6.033333333,10.27,176,1,6,900,5501.445625,6.683333333,1.279100098,5.6,0,6,386,1876,0.740757166,0.194089425,0.04511551,0,0.01334516,0.003709229,0.002419062,0,0.000564448,0,0,0,0,0.270363059,0.22318542,0.100134466,0.0862873,0.112436701,0.106256974,0.022372901,0.004377307,0.0130747,0.017709496,0.002031299,0.003290132,0.008525735,0.008439905,0.000543587,0.002403227,0.001573542,0.005836409,0.000801076,0.004262867,0.001058564,0,0.001573542,0.000829686,0.000801076,0.000171659,0.001173004,8.58E-05,0,0,0.000200269,0,0.000200269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41,42.53,7.35,1.79,2.19,3.23,19.73,1.79,1.79,5.56,17.71,2.06,1.55,0.28,0.29,1.81,0.29,0.22,0.17,1.33,0.13,0,0.15,0,0.05,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,7.54,0.01,0,0,0,0.95,0.07,0,0,0,0,0,0,0.11,20.17,0.03,0,0,0,0,0,0,0.06,0,0.06,0,0.39,0,0.02,0.1,0,0.02,0.16,0.04,0.19,0.04,0,0.39,0,0.03,0.8,0.8,0,0,0.8,0.8,0,0.02,0.82,0,0.16,0,27.07,6.9
E2NC,2 years old,1,HIDED,HIDED,3.731624623,0.273,5.62,13.67,6639.9,33.9,67.4,31.33333333,47,4.933333333,10.27,176,1,6,900,5501.445625,6.683333333,1.279100098,5.6,0,6,137,1848,0.718017982,0.242027174,0.025883966,0,0.006612103,0.00104826,0.006410515,0,0,0,0,0,0,0.240645383,0.200223138,0.080644238,0.104130907,0.108107335,0.145554411,0.032555212,0.007209063,0.010928024,0.020110997,0.008238929,0.003804783,0.007008811,0.001659229,0.00120151,0.003976428,0.000715185,0.003318457,0.001287333,0.007209063,0.001401762,0,0.002031125,0.002231377,0.002774917,0.001344547,0.000915437,2.86E-05,0.000314681,0.00011443,0,0,0.000228859,0,8.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,51.95,5.32,0,4.49,2.29,22.03,0,0,12.59,22.18,2.53,1.36,0.5,0.64,1.1,0.46,0,0,0.66,0.29,0,0,0,0,0,0.01,0,0.01,0,0,0,0.82,0,0.82,0,0,0,0,0,6.57,0,0,0,0,1.88,0,0,0,0,0,0,0,0.07,19.93,0.14,0,0,0,0,0,0,0.18,0,0.18,0,0.77,0,0.01,0.07,0,0.03,0.02,0.03,0.63,0.03,0,0.34,0,0.02,0.16,0.16,0,0,0.16,0.16,0,0,0.16,0,0.22,0,26.22,6.28
E2ND,2 years old,1,HIDED,HIDED,3.922016606,0.302,9.54,12.99,4111.13,32.6,68.5,30.66666667,18.33333333,6.166666667,10.27,180,1,6,900,5501.445625,6.683333333,1.279100098,5.6,0,6,163,1653,0.857355965,0.100229811,0.024996976,0,0.003346369,0.003628593,0.007095916,0,0.000362859,0.00298351,0,0,0,0.228601671,0.170442842,0.138516993,0.087452798,0.138230919,0.18297288,0.005235153,0.000972651,0.012587253,0.008267536,0.000343289,0.006207804,0.002860739,0.000944044,0.000486326,0.000314681,0.004949079,0.004748827,0.00065797,0.000600755,0.000514933,0,0.000400503,0.001230118,0.000686577,0,0.001773658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.96,35.6,5.89,0.27,1.2,0.34,11.91,0.31,0.27,10.89,12.94,4.59,2.86,1.01,0.71,2.36,1.04,1.62,0.04,0.33,0,0.06,0,0,0,0,0.03,0,0.03,0,0,0,0.03,0,0.03,0,0,0,0,0,6.71,0.1,0,0,0,0.93,0.05,0,0,0,0,0,0,0.01,19.85,0,0,0.01,0,0,0,0,0.1,0,0.1,0,0.83,0,0,0.09,0,0.03,0.15,0,0.16,0,0,0.06,0,0,0.01,0.06,0,0,0.06,0.06,0,0,0.06,0,0.07,0,23.21,3.36
E3SA,2 years old,0,HIDED,HIDED,5.011885884,0.335,5.01,14.96,10003.76,34.5,60.5,30.66666667,71.33333333,5.366666667,10.27,245,0,0,1200,0,0,0,0,0,0,375,2131,0.59392009,0.358706608,0.029230335,0.005846067,0.009676249,0.002096521,0.000362859,0,0.000161271,0,0,0,0,0.306946272,0.213194484,0.178205642,0.109515363,0.036018768,0.038965498,0.030783315,0.016993763,0.012330492,0.008697145,0.005092407,0.000143045,0.007695829,0.003204211,0.005550152,0.003747783,0.004663272,0.002517595,0.000944098,0.004548836,0.001745151,0,0.000371917,0.00148767,0.000915489,0.001144361,0.001373233,0,0.000543572,0.000658008,0.000686617,0,5.72E-05,0.000314699,0.000543572,0.000200263,5.72E-05,0.000143045,0,0,0,0,0,0,0,0,0,0,0,0,0,17.23,52.57,22.6,5.27,5.33,5.3,15.57,5.76,5.1,8.04,10.61,0.46,1.35,0.02,0.23,3.03,0.23,0.05,0.02,0.97,0,0,2.91,0,0,0,0,0,0,0.01,0,0.01,0.51,0,0.51,0,0,0,0,0,5.17,0.01,0,0,0,0.39,0.02,0,0.01,0.01,0,0,0,0.29,16.96,0.05,0,0,0,0,0,0,0.1,0,0.1,0,0.87,0,0,0.05,0,0,0.1,0.01,0.52,0.01,0,0.33,0,0,0.03,0.03,0,0,0.03,0.03,0,0,0.03,0,0.08,0,23.25,6.29
E3SB,2 years old,0,HIDED,HIDED,4.108091849,0.291,7.12,14.12,5769.79,32.5,75.1,30.33333333,60.33333333,6.266666667,10.27,245,0,0,1200,0,0,0,0,0,0,152,1642,0.692738782,0.276135951,0.010724509,0.002580333,0.004193041,0.001370802,0.005926702,0.002580333,0.002822239,0.000927307,0,0,0,0.322576954,0.210693443,0.136657512,0.115573864,0.049233322,0.065940039,0.016306214,0.017078613,0.012387001,0.01052752,0.000915437,0.005835908,0.003833391,0.003633139,0.000972651,0.008896899,0.007209063,0.001115688,0.002832132,0.000600755,0.001087081,0,0.001573407,0.001659229,0.00011443,0,0.001029866,5.72E-05,0.000858222,0.000629363,0.00011443,0,0,0,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.61,45.48,15.63,5.28,6.6,5.39,18.17,5.36,5.28,8.39,15.55,5.08,2.22,1.02,0.59,2.11,1.47,0,4.48,0.42,0,0.02,0.27,0,0,0,0.02,0,0.02,0,0,0,0.09,0,0.09,0,0,0,0,0,5.16,0.02,0,0,0,1.13,0.04,0,0.04,0.04,0,0,0,0.14,19.66,0,0,0.02,0,0,0,0,0.33,0,0.33,0,2.62,0,0.02,0.02,0,0.05,0.2,0,0.18,0,0,0.43,0,0,0.2,0.21,0,0,0.21,0.21,0.02,0.13,0.33,0.02,0.24,0,22.66,3
E3SC,2 years old,0,HIDED,HIDED,5.650941963,0.163,4.29,34.67,13172.36,32.5,75.1,29.33333333,87.66666667,4.833333333,10.27,245,0,0,1200,0,0,0,0,0,0,168,1283,0.642422288,0.268112728,0.065556586,0,0.013990243,0.006450833,0,0.003467323,0,0,0,0,0,0.194043941,0.205772972,0.077754892,0.086365717,0.091515047,0.10421673,0.040679712,0.016334821,0.10421673,0.010069802,0.031325094,0.005406797,0.002860739,0.00328985,0.00120151,0.003776176,0.005864515,0.00120151,0.002717702,0.000457718,0.002660487,0,0.00065797,0.002288591,0,0,0.001287333,0,0.001659229,0.00120151,0,0,0.00065797,0,0,0,0,0,0,0,0.000514933,0,0,0,0,0,0,0,0,0,0,17.22,48.96,13.06,1.36,1.98,1.37,15.82,1.36,1.36,7.66,14.4,1.68,2.17,0.51,0,11.41,0,0,8.62,1.4,0,0,0,0,0,0,0.01,0,0.01,0,0,0,3.13,0,3.13,0,0,0,0,0,5.58,0.18,0,0,0,2.29,0.02,0,0,0,0,0,0,0.5,19.22,0,0,0.02,0,0,0,0,0.46,0,0.46,0,1.48,0,0.03,0.09,0,0.05,1.46,0,0.62,0,0,0.77,0,0,0.1,0.2,0,0,0.2,0.2,0,0.04,0.24,0.03,0.16,0,21.95,2.72
E3SD,2 years old,0,HIDED,HIDED,5.560215261,0.234,3.92,23.76,14184.22,31.2,62.6,28,64.33333333,5.3,10.27,249,0,0,1200,0,0,0,0,0,0,186,1668,0.73297585,0.22839979,0.032576704,0,0.006047656,0,0,0,0,0,0,0,0,0.294117647,0.197928588,0.099279011,0.096503777,0.076819638,0.117847333,0.035334173,0.009212634,0.003833829,0.017137789,0.003547723,0.005350195,0.004892424,0.007524605,0.000715267,0.003347448,0.006780728,0.002403296,0.004005493,0.002489128,0.000629435,0,0.002689403,0.002889677,0.000257496,0,0.00128748,0.000228885,0.001258869,0.001087205,0.000457771,0,0,0,0.000143053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.89,37.25,6.66,1.02,5,1.37,19.16,1.47,1.02,6.17,19.22,2.08,3.63,0.42,0,1.67,3.98,0,1.98,0.6,0,0,0.33,0,0,0,0.09,0,0.09,0,0,0,0.35,0,0.35,0,0,0,0,0,5.27,0.31,0,0,0,1.01,0.03,0,0,0,0,0,0,0.17,18.13,0,0,0.07,0,0,0,0,0.11,0,0.11,0,0.86,0,0.11,0.15,0,0.2,0.05,0.02,0.18,0.02,0,0.34,0,0,0.13,0.57,0,0,0.57,0.57,0.05,0.05,0.62,0.07,0.19,0,24.26,6.13
E4NA,2 years old,1,HIDED,HIDED,5.679196673,0.249,4.8,22.81,11831.66,35,60.8,30.66666667,56.33333333,5.7,10.27,245,3,6,1200,4871.081875,6.35,2.123165433,9.5,1,5,282,2309,0.595492481,0.378663871,0.015401363,0.000443495,0.007982905,0.001128896,0.000886989,0,0,0,0,0,0,0.298423327,0.222107763,0.072652874,0.0862735,0.065928406,0.1415286,0.03745672,0.020917389,0.007983518,0.007268149,0.002832861,0.004664206,0.001774115,0.001974418,0.001115976,0.007010616,0.00294732,0.002632558,0.002546714,0.001115976,0.001917189,0,0.001487967,0.003719919,0.000486451,5.72E-05,0.000858443,0,0.000572295,0.00060091,0.000572295,0,8.58E-05,0.000257533,2.86E-05,2.86E-05,0.000171689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.97,54.34,25.42,19.99,20.67,20.38,41.45,19.99,19.99,23.4,22.44,3.61,2.44,0.87,0.13,3.01,0,0,0.56,0.8,0,0,0.16,0,0,0,0,0,0,0.01,0,0.01,0.28,0,0.28,0,0,0,0,0,4.85,0.06,0,0,0,1.79,0.13,0,0,0,0.04,0,0,0.27,19.92,0.03,0,0.03,0,0,0,0,0.08,0,0.08,0,0.61,0,0,0.1,0,0,0.18,0.04,0.37,0.04,0,0.33,0,0.01,0.1,0.17,0,0,0.17,0.17,0,0.01,0.17,0,0.23,0,22.96,3.04
E4NB,2 years old,1,HIDED,HIDED,5.903939341,0.285,6.13,20.72,9631.22,36.4,56.7,29,84.66666667,5.066666667,10.27,247,3,6,1200,4871.081875,6.35,2.123165433,9.5,1,5,148,1439,0.566383099,0.364552675,0.050961577,0,0.00999879,0.004193041,0.00157239,0.001894932,0,0,0.000443495,0,0,0.305295683,0.21383,0.078591251,0.11441078,0.066174577,0.098675364,0.056790547,0.012988871,0.009784568,0.004806454,0.003633451,0.003976769,0.004548966,0.002231568,0.000743856,0.00572197,0.003118473,0.000915515,0.005178382,0.000600807,0.000658026,0,0.000772466,0.003004034,0.000171659,0.000171659,0.000457758,0.000286098,0.000944125,0.000429148,0.000572197,0,0,0,0,0.000514977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84,48.8,4.5,0.77,0.76,0.46,8.27,0.46,0.46,3.48,8.62,2.57,0.78,0.47,1.23,1.42,0.12,0,0,1,0,0,0.21,0,0,0,0.15,0,0.15,0,0,0,0.36,0,0.36,0,0,0,0,0,5.25,0.06,0,0,0,2.61,0.1,0,0,0,0,0,0,0.32,20.3,0.05,0,0.14,0,0,0,0,0.22,0.05,0.27,0.05,1.65,0,0.05,0.05,0,0.2,0.49,0.04,0.37,0.04,0,0.48,0,0,0.18,0.18,0,0,0.18,0.18,0,0,0.18,0.05,0.23,0,24.29,3.99
E4NC,2 years old,1,HIDED,HIDED,5.480118665,0.228,3.2,24.04,17125.37,38.1,51.9,32.66666667,74,5.1,10.27,247,3,6,1200,4871.081875,6.35,2.123165433,9.5,1,5,101,1354,0.758577591,0.069507721,0.150868847,0,0.018183284,0.002499698,0,0,0.000362859,0,0,0,0,0.207701551,0.185300681,0.038507753,0.131172398,0.120329576,0.213280311,0.045030612,0.001974023,0.015992447,0.007524175,0.002260113,0.002918121,0.006236768,0.006379813,0.000429135,0.005349888,0.000686617,0.001373233,0.002317331,0.000429135,0.001058534,0,0.000944098,0.000944098,0,0,0.000257481,0,0.001344624,0.000171654,0,0,0,0,0,8.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.65,38.63,7.12,0,5.26,0.55,18.78,0,0,8.03,23.53,5.12,2.34,0,0,2.37,3.53,3.18,0,1.82,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0.23,0,0.23,0,0,0,0,0,6.43,0,0,0,0,5,0.11,0,0,0,0.03,0,0,0.18,23.22,0,0,0,0,0,0,0,0.12,0,0.12,0,1.04,0,0,0,0,0.03,0.37,0,0.15,0,0,0.24,0,0,0.58,0.58,0,0,0.58,0.58,0,0,0.58,0,0.13,0,25.61,2.39
E4ND,2 years old,1,HIDED,HIDED,5.890719184,0.24,2.97,24.54,19834.07,37.1,60.2,31.66666667,76,5.2,10.27,249,3,6,1200,4871.081875,6.35,2.123165433,9.5,1,5,177,1227,0.557593839,0.407692618,0.02318268,0.000322542,0.008990848,0.000806354,0,0.00141112,0,0,0,0,0,0.26722165,0.207174734,0.116861197,0.077382996,0.069830644,0.174905596,0.021484152,0.006751345,0.015076096,0.006865774,0.004090857,0.00340428,0.00208834,0.007838425,0.000572148,0.004663005,0.001144296,0.002116947,0.001659229,0.000429111,0.002317199,0,0.001115688,0.000572148,0.000228859,0.000486326,0.001487584,0.000514933,0.001001259,0.000343289,0.000171644,0,8.58E-05,0,0.00011443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.09,55.96,26.78,22.84,23.42,22.94,35.95,22.95,22.84,25.61,14.07,1.77,2.17,0.42,0,1.09,0.46,0.29,0.1,0.9,0,0,0.56,0,0,0,0.01,0,0.01,0,0,0,0.41,0,0.41,0,0,0,0,0,6.39,0,0,0,0,2.49,0.08,0,0,0,0.03,0,0,0.08,18.86,0.04,0,0,0,0,0,0,0.16,0,0.16,0,1.86,0,0,0.01,0,0.01,0.23,0,0.13,0,0,0.31,0,0,0.68,0.68,0,0,0.68,0.68,0,0,0.68,0,0.13,0,21.56,2.71
I1SA,10 years old,0,HIDED,HIDED,7.01042902,0.489,11.77,14.34,5956.18,32.1,71.3,28,37,6.866666667,91.16,274,4,18,6200,233463.7571,24.02777778,181.3386738,15.9,3,15,333,1903,0.414385357,0.414345039,0.064105149,0.052735556,0.00701528,0.022577914,0.021045841,0.001653026,0.002136838,0,0,0,0,0.240645383,0.301207232,0.163634283,0.081130564,0.097637029,0.023543884,0.019424419,0.013731548,0.005807301,0.00789564,0.00669413,0.00855361,0.004005035,0.002059732,0.003490102,0.002431628,0.005778693,0.001544799,0.001659229,0.000514933,0.001573407,0.003490102,0.000972651,0.000972651,0.000171644,0,0.000143037,0.000514933,0,0.000400503,0.000200252,0,8.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58E-05,0,0,15.69,44.01,23.82,0.27,3.01,14.02,5.33,0.27,0.27,18.43,4.16,8.49,7.6,0.17,2.1,6.16,2.12,0.59,0.06,0.7,0,0,0.39,0,0.08,0,0.03,0,0.03,0,0,0,0.67,0,0.67,0,0,0,0,0.01,9.01,0.12,0,0,0,1.15,0.07,0,0,0,0,0,0,0.75,26.6,0.06,0,0.12,0,0,0,0,0.39,0.14,0.53,0.14,3.28,0,0.05,0.24,0,0.07,0.15,0.13,0.94,0.13,0,0.42,0,0.06,0.07,0.07,0.01,0.01,0.07,0.07,0,0.01,0.07,0.05,0.1,0,31.69,5.09
I1SB,10 years old,0,HIDED,HIDED,5.966647204,0.344,8.04,17.34,7421.2,31.3,72.4,28.33333333,65,6.133333333,91.16,279,4,18,6200,233463.7571,24.02777778,181.3386738,15.9,3,15,182,1958,0.391484901,0.341490949,0.097326936,0.132685562,0.028020804,0.004152723,0.003023828,0.000403177,0.00141112,0,0,0,0,0.294506438,0.290300429,0.070042918,0.056824034,0.101459227,0.057424893,0.032560801,0.012274678,0.010987124,0.022632332,0.005121602,0.006723891,0.002660944,0.001459227,0.002288984,0.006638054,0.001831187,0.003519313,0.00148784,0.000171674,0.003004292,0.004406295,0.003433476,0.003433476,0.001030043,0.000143062,8.58E-05,0.000429185,0.001974249,8.58E-05,0.001058655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.72,20.14,37.9,0.26,2.69,27.32,5.98,0.26,0.26,7.53,3.42,6.29,5.15,0.12,0.3,0.3,1.19,3.62,0,2.8,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0.51,0,0.51,0,0,0,0,0,8.68,0,0,0,0,3.1,0.15,0,0.01,0.01,0,0,0,0.11,22.7,0.1,0,0,0,0,0,0,0.26,0,0.26,0,1.68,0,0,0.01,0,0,0.19,0.06,0.61,0.06,0,0.42,0,0.03,0.02,0.02,0,0,0.02,0.02,0,0,0.02,0,0.04,0,27.16,4.46
